2008-07-27,1,1
2008-08-03,2,27
2008-08-10,3,47
2008-08-17,4,92
2008-08-24,5,162
2008-08-31,6,225
2008-09-07,7,307
2008-09-14,8,518
2008-09-21,9,694
2008-09-28,10,855
2008-10-05,11,1004
2008-10-12,12,1167
2008-10-19,13,1303
2008-10-26,14,1438
2008-11-02,15,1552
2008-11-09,16,1666
2008-11-16,17,1792
2008-11-23,18,1911
2008-11-30,19,2064
2008-12-07,20,2192
2008-12-14,21,2319
2008-12-21,22,2393
2008-12-28,23,2502
2009-01-04,24,2660
2009-01-11,25,2822
2009-01-18,26,2992
2009-01-25,27,3178
2009-02-01,28,3390
2009-02-08,29,3585
2009-02-15,30,3785
2009-02-22,31,4010
2009-03-01,32,4198
2009-03-08,33,4408
2009-03-15,34,4595
2009-03-22,35,4808
2009-03-29,36,5016
2009-04-05,37,5207
2009-04-12,38,5420
2009-04-19,39,5613
2009-04-26,40,5856
2009-05-03,41,6124
2009-05-10,42,6409
2009-05-17,43,6709
2009-05-24,44,7009
2009-05-31,45,7333
2009-06-07,46,7620
2009-06-14,47,7895
2009-06-21,48,8218
2009-06-28,49,8539
2009-07-05,50,8864
2009-07-12,51,9203
2009-07-19,52,9552
2009-07-26,53,9889
2009-08-02,54,10293
2009-08-09,55,10642
2009-08-16,56,11041
2009-08-23,57,11406
2009-08-30,58,11732
2009-09-06,59,12066
2009-09-13,60,12436
2009-09-20,61,12804
2009-09-27,62,13170
2009-10-04,63,13591
2009-10-11,64,14009
2009-10-18,65,14463
2009-10-25,66,14946
2009-11-01,67,15429
2009-11-08,68,15953
2009-11-15,69,16478
2009-11-22,70,16986
2009-11-29,71,17548
2009-12-06,72,18076
2009-12-13,73,18620
2009-12-20,74,19067
2009-12-27,75,19464
2010-01-03,76,20061
2010-01-10,77,20655
2010-01-17,78,21273
2010-01-24,79,21944
2010-01-31,80,22556
2010-02-07,81,23237
2010-02-14,82,23914
2010-02-21,83,24552
2010-02-28,84,25203
2010-03-07,85,25877
2010-03-14,86,26523
2010-03-21,87,27199
2010-03-28,88,27797
2010-04-04,89,28466
2010-04-11,90,29159
2010-04-18,91,29885
2010-04-25,92,30619
2010-05-02,93,31315
2010-05-09,94,32048
2010-05-16,95,32817
2010-05-23,96,33618
2010-05-30,97,34417
2010-06-06,98,35229
2010-06-13,99,36029
2010-06-20,100,36803
2010-06-27,101,37572
2010-07-04,102,38364
2010-07-11,103,39289
2010-07-18,104,40225
2010-07-25,105,41126
2010-08-01,106,41941
2010-08-08,107,42839
2010-08-15,108,43764
2010-08-22,109,44773
2010-08-29,110,45685
2010-09-05,111,46577
2010-09-12,112,47535
2010-09-19,113,48498
2010-09-26,114,49370
2010-10-03,115,50254
2010-10-10,116,51184
2010-10-17,117,52169
2010-10-24,118,53221
2010-10-31,119,54140
2010-11-07,120,55240
2010-11-14,121,56316
2010-11-21,122,57398
2010-11-28,123,58539
2010-12-05,124,59792
2010-12-12,125,60994
2010-12-19,126,62000
2010-12-26,127,62936
2011-01-02,128,64069
2011-01-09,129,65248
2011-01-16,130,66566
2011-01-23,131,67950
2011-01-30,132,69408
2011-02-06,133,70832
2011-02-13,134,72188
2011-02-20,135,73627
2011-02-27,136,75131
2011-03-06,137,76580
2011-03-13,138,78084
2011-03-20,139,79611
2011-03-27,140,81227
2011-04-03,141,82826
2011-04-10,142,84529
2011-04-17,143,86128
2011-04-24,144,87792
2011-05-01,145,89370
2011-05-08,146,91067
2011-05-15,147,92675
2011-05-22,148,94481
2011-05-29,149,96214
2011-06-05,150,97943
2011-06-12,151,99734
2011-06-19,152,101557
2011-06-26,153,103281
2011-07-03,154,105061
2011-07-10,155,106922
2011-07-17,156,108929
2011-07-24,157,110858
2011-07-31,158,112834
2011-08-07,159,114933
2011-08-14,160,116860
2011-08-21,161,118798
2011-08-28,162,120688
2011-09-04,163,122598
2011-09-11,164,124474
2011-09-18,165,126426
2011-09-25,166,128268
2011-10-02,167,130090
2011-10-09,168,131998
2011-10-16,169,133934
2011-10-23,170,135773
2011-10-30,171,137689
2011-11-06,172,139595
2011-11-13,173,141676
2011-11-20,174,143625
2011-11-27,175,145755
2011-12-04,176,147809
2011-12-11,177,149797
2011-12-18,178,151629
2011-12-25,179,153130
2012-01-01,180,155136
2012-01-08,181,157337
2012-01-15,182,159555
2012-01-22,183,161808
2012-01-29,184,164053
2012-02-05,185,166417
2012-02-12,186,168866
2012-02-19,187,171411
2012-02-26,188,173825
2012-03-04,189,176232
2012-03-11,190,178696
2012-03-18,191,181153
2012-03-25,192,183530
2012-04-01,193,185923
2012-04-08,194,188400
2012-04-15,195,191042
2012-04-22,196,193670
2012-04-29,197,196064
2012-05-06,198,198642
2012-05-13,199,201343
2012-05-20,200,203914
2012-05-27,201,206511
2012-06-03,202,209058
2012-06-10,203,211651
2012-06-17,204,214367
2012-06-24,205,217159
2012-07-01,206,219819
2012-07-08,207,222647
2012-07-15,208,225553
2012-07-22,209,228360
2012-07-29,210,231203
2012-08-05,211,234003
2012-08-12,212,236824
2012-08-19,213,239493
2012-08-26,214,242204
2012-09-02,215,244862
2012-09-09,216,247409
2012-09-16,217,250152
2012-09-23,218,252920
2012-09-30,219,255572
2012-10-07,220,258316
2012-10-14,221,261195
2012-10-21,222,263991
2012-10-28,223,266750
2012-11-04,224,269620
2012-11-11,225,272398
2012-11-18,226,275218
2012-11-25,227,278290
2012-12-02,228,281389
2012-12-09,229,284418
2012-12-16,230,287217
2012-12-23,231,289260
2012-12-30,232,291611
2013-01-06,233,294764
2013-01-13,234,297826
2013-01-20,235,301103
2013-01-27,236,304431
2013-02-03,237,307857
2013-02-10,238,311363
2013-02-17,239,314758
2013-02-24,240,318305
2013-03-03,241,322020
2013-03-10,242,325525
2013-03-17,243,329022
2013-03-24,244,332542
2013-03-31,245,336072
2013-04-07,246,339629
2013-04-14,247,343206
2013-04-21,248,346814
2013-04-28,249,350073
2013-05-05,250,353433
2013-05-12,251,356941
2013-05-19,252,360244
2013-05-26,253,363565
2013-06-02,254,366991
2013-06-09,255,370266
2013-06-16,256,373842
2013-06-23,257,377549
2013-06-30,258,380994
2013-07-07,259,384614
2013-07-14,260,388486
2013-07-21,261,392338
2013-07-28,262,396277
2013-08-04,263,399887
2013-08-11,264,403492
2013-08-18,265,407372
2013-08-25,266,411607
2013-09-01,267,415648
2013-09-08,268,419792
2013-09-15,269,424035
2013-09-22,270,428299
2013-09-29,271,432335
2013-10-06,272,436771
2013-10-13,273,441078
2013-10-20,274,445590
2013-10-27,275,449967
2013-11-03,276,454291
2013-11-10,277,458757
2013-11-17,278,463320
2013-11-24,279,467638
2013-12-01,280,472262
2013-12-08,281,476668
2013-12-15,282,481011
2013-12-22,283,484157
2013-12-29,284,487788
2014-01-05,285,492423
2014-01-12,286,497340
2014-01-19,287,502135
2014-01-26,288,507159
2014-02-02,289,512278
2014-02-09,290,517679
2014-02-16,291,523010
2014-02-23,292,528425
2014-03-02,293,533650
2014-03-09,294,538921
2014-03-16,295,544107
2014-03-23,296,549259
2014-03-30,297,554446
2014-04-06,298,559523
2014-04-13,299,564285
2014-04-20,300,569122
2014-04-27,301,573720
2014-05-04,302,578445
2014-05-11,303,582880
2014-05-18,304,587466
2014-05-25,305,591672
2014-06-01,306,596024
2014-06-08,307,600263
2014-06-15,308,604655
2014-06-22,309,608992
2014-06-29,310,613237
2014-07-06,311,617553
2014-07-13,312,622096
2014-07-20,313,626799
2014-07-27,314,631161
2014-08-03,315,635557
2014-08-10,316,639927
2014-08-17,317,644216
2014-08-24,318,648370
2014-08-31,319,652410
2014-09-07,320,656574
2014-09-14,321,660771
2014-09-21,322,665084
2014-09-28,323,669212
2014-10-05,324,673441
2014-10-12,325,677822
2014-10-19,326,681952
2014-10-26,327,686264
2014-11-02,328,690661
2014-11-09,329,694948
2014-11-16,330,699453
2014-11-23,331,703664
2014-11-30,332,708042
2014-12-07,333,712248
2014-12-14,334,716318
2014-12-21,335,719217
2014-12-28,336,722272
2015-01-04,337,726525
2015-01-11,338,730793
2015-01-18,339,735260
2015-01-25,340,739735
2015-02-01,341,744348
2015-02-08,342,748935
2015-02-15,343,753728
2015-02-22,344,758454
2015-03-01,345,763233
2015-03-08,346,768381
2015-03-15,347,773615
2015-03-22,348,778735
2015-03-29,349,783695
2015-04-05,350,788684
2015-04-12,351,793916
2015-04-19,352,799579
2015-04-26,353,804768
2015-05-03,354,810410
2015-05-10,355,815900
2015-05-17,356,821587
2015-05-24,357,827276
2015-05-31,358,832962
2015-06-07,359,838721
2015-06-14,360,844379
2015-06-21,361,850098
2015-06-28,362,855872
2015-07-05,363,861665
2015-07-12,364,867544
2015-07-19,365,873431
2015-07-26,366,879321
2015-08-02,367,884863
2015-08-09,368,890539
2015-08-16,369,896323
2015-08-23,370,901873
2015-08-30,371,907284
2015-09-06,372,912683
2015-09-13,373,918236
2015-09-20,374,923675
2015-09-27,375,928895
2015-10-04,376,934387
2015-10-11,377,939905
2015-10-18,378,945428
2015-10-25,379,951016
2015-11-01,380,956654
2015-11-08,381,962040
2015-11-15,382,967849
2015-11-22,383,973402
2015-11-29,384,978949
2015-12-06,385,984754
2015-12-13,386,990258
2015-12-20,387,994514
2015-12-27,388,998785
2016-01-03,389,1004400
2016-01-10,390,1010328
2016-01-17,391,1016421
2016-01-24,392,1022346
2016-01-31,393,1028475
2016-02-07,394,1034683
2016-02-14,395,1040932
2016-02-21,396,1047750
2016-02-28,397,1054186
